Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
"Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)","Coordinate(x=-2.0, y=-2.0)"
